Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
P1986.41.253.A,ACMAA_P1986-41-253-A.tif,"[Paving Main Street from 1st to 3rd Streets, Bonham, Texas]",,glass negatives,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1911,1915,ca. 1911-1915,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin dry plate negative,"Bonham, Texas
, street scenes
, construction workers
, paving
, main streets
, wheelbarrows",http://www.cartermuseum.org/collections/smith/collection.php?mcat=59&asn=P1986-41-253A,12.7,17.8,,cm,,,,
P1986.42.109,ACMAA_P1986-42-109.tif,Shoe Bar Outfit in for Dinner,,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1912,1912,"1912
, printed ca. 1936","Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Chuck wagons
, Shoe Bar Ranch
, Cowboys
, Eating & drinking
, ranches
, food",http://www.cartermuseum.org/custom/acm_display.php?irn=132321&QueryPage=%2Fcustom%2F,26.6,34.1,,cm,image,,,
P1986.42.113,ACMAA_P1986-42-113.tif,"Cowpunchers ""hightailing it in to chuck"" with one horse pitching on extreme left.",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1908,1908,"1908
, printed ca. 1936","Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"cattle ranches
, Cowboys
, Horses
, horseback riding
, Texas
, Eating & drinking",http://www.cartermuseum.org/custom/acm_display.php?irn=8209&QueryPage=%2Fcustom%2F,26.5,34,,cm,image,,,
P1986.42.117,ACMAA_P1986-42-117.tif,"A Bad Sign, Matador Ranch, Texas",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1905,1905,1905,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"landscapes
, ranches
, Horses
, saddles
, Cowboys",http://www.cartermuseum.org/custom/acm_display.php?irn=57767&QueryPage=%2Fcustom%2F,26.5,34,,cm,image,,,
P1986.42.123,ACMAA_P1986-42-123.tif,The Bronc in Action. The Bronco Buster.,,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1905,1912,1905-1912,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"bronc busting
, Cowboys
, Horses
, horseback riding
, Animal training",http://www.cartermuseum.org/custom/acm_display.php?irn=90467&QueryPage=%2Fcustom%2F,24,38.9,,cm,image,,,
P1986.42.197,ACMAA_P1986-42-197.tif,[Self-portrait],,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1920,1930,ca. 1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Erwin E. Smith
, Cowboys
, photographers
, reading
, Artists' studios",http://www.cartermuseum.org/custom/acm_display.php?irn=132635&QueryPage=%2Fcustom%2F,25.2,20.3,,cm,image,,,
P1986.42.204,ACMAA_P1986-42-204.tif,"Erwin on Dexter, Bonham",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1908,1908,1908,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",,Gelatin silver print,"Erwin E. Smith
, bronc busting
, Horses
, horseback riding
, Cowboys
, Bonham, Texas
, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=21379&QueryPage=%2Fcustom%2F,11,7.9,,cm,image,,,
P1986.42.206,ACMAA_P1986-42-206.tif,"Erwin E. Smith, About 40 Years Old, Bonham",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1920,1930,ca. 1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Erwin E. Smith
, Cowboys
, photographers
, reading
, Artists' studios",http://www.cartermuseum.org/custom/acm_display.php?irn=115352&QueryPage=%2Fcustom%2F,25.1,20.3,,cm,image,,,
P1986.42.235,ACMAA_P1986-42-235.tif,"[Self-portrait signed ""Sincerely Erwin E. Smith""]",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1908,1908,1908,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Erwin E. Smith
, self-portraits
, Cowboys
, photographers",http://www.cartermuseum.org/custom/acm_display.php?irn=30585&QueryPage=%2Fcustom%2F,15.9,11.4,,cm,image,,,
P1986.42.392,ACMAA_P1986-42-392.tif,[Cowboy riding a bronc],,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1905,1915,ca. 1910,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"bronc busting
, cattle ranches
, Cowboys
, Horses
, horseback riding",http://www.cartermuseum.org/custom/acm_display.php?irn=128095&QueryPage=%2Fcustom%2F,36.5,44.8,,cm,image,,,
P1986.42.397,ACMAA_P1986-42-397.tif,"Several cowboys and an Indian having a game of cards on a saddle blanket, Matador Ranch, Texas",,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1905,1905,1905,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Matador Ranch
, Indians of North America
, card games
, cattle ranches
, Cowboys
, Horses
, Texas",http://www.cartermuseum.org/custom/acm_display.php?irn=68777&QueryPage=%2Fcustom%2F,20.6,43,,cm,image,,,
P1986.42.399,ACMAA_P1986-42-399.tif,Range Riders L.S. Outfit - Texas,,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1905,1910,ca. 1907,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"bronc busting
, Horses
, horseback riding
, Cowboys
, Texas
, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=114178&QueryPage=%2Fcustom%2F,40.4,50.7,,cm,,,,
P1986.42.46,ACMAA_P1986-42-46.tif,Erwin E. Smith. About 18 years old. Posing as cow-man. Circa Year 1904.,,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1900,1905,ca. 1904,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Erwin E. Smith
, Cowboys
, Clothing & dress
, costume
, self-portraits",http://www.cartermuseum.org/custom/acm_display.php?irn=92134&QueryPage=%2Fcustom%2F,17.9,11.6,,cm,,,,
P1986.42.84,ACMAA_P1986-42-84.tif,Matador Chuck Wagon,,black-and-white photographs,Erwin E. Smith,1886,1947,American ,male,artist,"Honey Grove, Texas","Bonham, Texas",,,,,,,,,1909,1909,1909,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Mary Alice Pettis",© Erwin E. Smith Foundation,Gelatin silver print,"Chuck wagons
, Matador Ranch
, cattle ranches
, Cowboys
, cooking",http://www.cartermuseum.org/custom/acm_display.php?irn=41427&QueryPage=%2Fcustom%2F,19.5,24.6,,cm,image,,,
P1986.43.2,ACMAA_P1986-43-2.tif,Moholy-Nagy Analyzing a Hand Sculpture,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1942,1942,1942,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"portraits
, men
, Photographers
, painters
, Bauhaus
, sculpture
, professors
, Artists",http://www.cartermuseum.org/custom/acm_display.php?irn=99219&QueryPage=%2Fcustom%2F,29.2,23.3,,cm,,,,
P1986.43.3,ACMAA_P1986-43-3.tif,Calla Lily with Lace,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"flowers
, Lilies
, lace
, still lifes
, botany",http://www.cartermuseum.org/custom/acm_display.php?irn=119549&QueryPage=%2Fcustom%2F,32.7,22.9,,cm,,,,
P1986.43.4,ACMAA_P1986-43-4.tif,Solarized Calla Lilies,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1948,1948,1948,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Lilies
, flowers
, still lifes
, solarization",http://www.cartermuseum.org/custom/acm_display.php?irn=24615&QueryPage=%2Fcustom%2F,33.7,25.5,,cm,,,,
P1987.4.1,ACMAA_P1987-4-1.tif,Penny Picture Display,,black-and-white photographs,Walker Evans,1903,1975,American,male,artist,"St. Louis, Missouri","New Haven, Connecticut",,,,,,,,,1936,1936,1936,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"Savannah, Georgia, Farm Security Administration, portraits, studio portraits, studios, photography",http://www.cartermuseum.org/custom/acm_display.php?irn=7073&QueryPage=%2Fcustom%2Findex.php,21.6,17,,cm,image,,,
P1987.5.1,ACMAA_P1987-5-1.tif,Fluid Light,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1945,1950,ca. 1946,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1988 Amon Carter Museum of American Art,Gelatin silver print,"Bauhaus, light, abstract, Reflections",http://www.cartermuseum.org/custom/acm_display.php?irn=33722&QueryPage=%2Fcustom%2Findex.php,23.9,19,,cm,,,,
P1987.5.2,ACMAA_P1987-5-2.tif,Nautilus on Mirror,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1946,1948,ca. 1946-1948,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"nautilus shell
, Abstract
, mirrors
, Shells
, Animals
, still lifes
, mirrors",http://www.cartermuseum.org/custom/acm_display.php?irn=29129&QueryPage=%2Fcustom%2F,31.5,26.4,,cm,,,,
P1987.5.3,ACMAA_P1987-5-3.tif,Eggs Encircled,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1948,1948,1948,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"still lifes
, Abstract
, Birds' eggs & nests
, Mirrors
, Reflections",http://www.cartermuseum.org/custom/acm_display.php?irn=102860&QueryPage=%2Fcustom%2F,24.3,19.8,,cm,image,,,
P1988.15.2,ACMAA_P1988-15-2.tif,"Lily Pads and Canoes, Thetford ó Vermont",,black-and-white photographs,Clara Sipprell,1885,1975,American,female,artist,"Tillsonburg, Ontario, Canada","Manchester, Vermont",,,,,,,,,1915,1925,ca. 1919,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase through gift of The Dorothea Leonhardt Fund of the Communities Foundation of Texas, Inc.",,Platinum print on tissue,"Pictorialism
, Japonisme
, Water lilies
, canoes
, lake
, Thetford, Vermont
, Lakes & ponds
, reflections",http://www.cartermuseum.org/custom/acm_display.php?irn=115885&QueryPage=%2Fcustom%2F,23.3,18.3,,cm,image,,,
P1988.16.16,ACMAA_P1988-16-16.tif,Prisms against Abstract Background,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Abstract
, prisms
, glass",http://www.cartermuseum.org/custom/acm_display.php?irn=14353&QueryPage=%2Fcustom%2F,32.9,25.7,,cm,image,,,
P1988.16.2,ACMAA_P1988-16-2.tif,Glass Cube Composition,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"glass
, cubes
, mirrors
, Abstract",http://www.cartermuseum.org/custom/acm_display.php?irn=70710&QueryPage=%2Fcustom%2F,33,25.3,,cm,image,,,
P1988.16.31,ACMAA_P1988-16-31.tif,[Banana leaf],,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Plants
, Leaves
, close-up views",http://www.cartermuseum.org/custom/acm_display.php?irn=52804&QueryPage=%2Fcustom%2F,35.2,24.8,,cm,image,,,
P1988.16.32,ACMAA_P1988-16-32.tif,Papaya,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"trees
, Plants
, fruit
, leaves
, Papayas
, Fruit trees
, botany
, worm's-eye views",http://www.cartermuseum.org/custom/acm_display.php?irn=36493&QueryPage=%2Fcustom%2F,27.5,32.7,,cm,image,,,
P1988.16.36,ACMAA_P1988-16-36.tif,Ice,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"landscapes
, winter
, Icicles
, ice
, wire
, fences",http://www.cartermuseum.org/custom/acm_display.php?irn=9742&QueryPage=%2Fcustom%2F,25.2,33.9,,cm,image,,,
P1988.16.37,ACMAA_P1988-16-37.tif,[Elephant ear leaf],,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940s,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"plants
, Leaves
, botany",http://www.cartermuseum.org/custom/acm_display.php?irn=17730&QueryPage=%2Fcustom%2F,27.8,35.3,,cm,image,,,
P1988.16.41,ACMAA_P1988-16-41.tif,Experiment with Shadows,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940-1950,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Abstract
, light art
, shadows
, figures
, women
, windows
, self-portraits
, photographers
, silhouettes
, Carlotta Corpron",http://www.cartermuseum.org/custom/acm_display.php?irn=118008&QueryPage=%2Fcustom%2F,32.6,26.1,,cm,image,,,
P1988.16.45,ACMAA_P1988-16-45.tif,Worm Paths in Cypress Wood [Aftermath of War],,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1950,1950,1950,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Worms
, wood
, War
, bas-relief",http://www.cartermuseum.org/custom/acm_display.php?irn=9708&QueryPage=%2Fcustom%2F,21.1,30.6,,cm,image,,,
P1988.16.60,ACMAA_P1988-16-60.tif,Clementine and Delores,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940-1950,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"portraits
, women
, children
, girls
, mothers
, daughters
, families
, African American",http://www.cartermuseum.org/custom/acm_display.php?irn=91297&QueryPage=%2Fcustom%2F,24.9,31.8,,cm,,,,
P1988.16.69,ACMAA_P1988-16-69.tif,[Architectural ruins in Louisiana ó Belle Grove],,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1940-1950,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"architecture
, ruins
, Louisiana
, buildings
, Bricks",http://www.cartermuseum.org/custom/acm_display.php?irn=22765&QueryPage=%2Fcustom%2F,32.2,26.7,,cm,,,,
P1988.16.7,ACMAA_P1988-16-7.tif,"Moving Lights of Ferris Wheel, Denton",,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1935,1945,ca. 1940,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"Denton, Texas
, Ferris wheels
, light art
, Abstract
, Fairs",http://www.cartermuseum.org/custom/acm_display.php?irn=93343&QueryPage=%2Fcustom%2F,34.3,27,,cm,image,,,
P1988.16.8,ACMAA_P1988-16-8.tif,Chambered Nautilus,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1940,1950,ca. 1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"nautilus shell
, Abstract
, Shells
, Animals
, still lifes",http://www.cartermuseum.org/custom/acm_display.php?irn=21812&QueryPage=%2Fcustom%2F,33.8,26.2,,cm,image,,,
P1988.16.90,ACMAA_P1988-16-90.tif,Rae Ann With Amaryllis,,black-and-white photographs,Carlotta M. Corpron,1901,1988,American,female,artist,"Blue Earth, Minnesota","Denton, Texas",,,,,,,,,1949,1949,1949,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1988 Amon Carter Museum of American Art,Gelatin silver print,"portraits
, women
, solarization
, Flowers",http://www.cartermuseum.org/custom/acm_display.php?irn=47730&QueryPage=%2Fcustom%2F,34,26.7,,cm,image,,,
